Institution,Metric,Value,Year,Numeric Value,Rank,Decile
"University of Wales, Newport",Graduate Prospects,60.4,2009,60.4,80.0,3.0
Coventry,Graduate Prospects,62.0,2009,62.0,71.0,4.0
Bedfordshire,Graduate Prospects,56.0,2009,56.0,97.0,2.0
Buckinghamshire New,Graduate Prospects,45.2,2009,45.2,113.0,1.0
Manchester Metropolitan,Graduate Prospects,59.4,2009,59.4,83.0,3.0
Kingston,Graduate Prospects,60.2,2009,60.2,81.0,3.0
Chester,Graduate Prospects,57.6,2009,57.6,89.0,3.0
Canterbury Christ Church,Graduate Prospects,63.2,2009,63.2,62.0,5.0
Westminster,Graduate Prospects,51.0,2009,51.0,109.0,1.0
Worcester,Graduate Prospects,62.7,2009,62.7,66.0,5.0
Northampton,Graduate Prospects,56.3,2009,56.3,94.0,2.0
Southampton Solent,Graduate Prospects,55.7,2009,55.7,98.0,2.0
Glasgow Caledonian,Graduate Prospects,60.5,2009,60.5,79.0,4.0
York St John,Graduate Prospects,55.2,2009,55.2,102.0,1.0
Leeds Metropolitan,Graduate Prospects,59.4,2009,59.4,83.0,3.0
Lincoln,Graduate Prospects,50.3,2009,50.3,110.0,1.0
Liverpool John Moores,Graduate Prospects,61.3,2009,61.3,74.0,4.0
Lampeter,Graduate Prospects,58.8,2009,58.8,87.0,3.0
Teesside,Graduate Prospects,57.3,2009,57.3,90.0,3.0
Derby,Graduate Prospects,49.5,2009,49.5,112.0,1.0
Cumbria,Graduate Prospects,72.8,2009,72.8,32.0,8.0
Huddersfield,Graduate Prospects,53.2,2009,53.2,105.0,1.0
East London,Graduate Prospects,59.4,2009,59.4,83.0,3.0
Wolverhampton,Graduate Prospects,56.8,2009,56.8,93.0,2.0
Edge Hill,Graduate Prospects,57.0,2009,57.0,91.0,2.0
Anglia Ruskin,Graduate Prospects,60.6,2009,60.6,77.0,4.0
Thames Valley,Graduate Prospects,62.7,2009,62.7,66.0,5.0
Greenwich,Graduate Prospects,63.0,2009,63.0,63.0,5.0
Bolton,Graduate Prospects,51.8,2009,51.8,106.0,1.0
London South Bank,Graduate Prospects,56.3,2009,56.3,94.0,2.0
Oxford,Academic Services Spend,"2,449",2009,2449.0,2.0,10.0
Cambridge,Academic Services Spend,"1,673",2009,1673.0,3.0,10.0
London School of Economics,Academic Services Spend,"1,298",2009,1298.0,10.0,10.0
Imperial College,Academic Services Spend,"2,707",2009,2707.0,1.0,10.0
Warwick,Academic Services Spend,"1,671",2009,1671.0,4.0,10.0
Durham,Academic Services Spend,949,2009,949.0,27.0,8.0
St Andrews,Academic Services Spend,"1,008",2009,1008.0,20.0,9.0
University College London,Academic Services Spend,"1,505",2009,1505.0,5.0,10.0
SOAS University of London,Academic Services Spend,"1,490",2009,1490.0,6.0,10.0
Lancaster,Academic Services Spend,916,2009,916.0,31.0,8.0
York,Academic Services Spend,"1,133",2009,1133.0,14.0,9.0
Leicester,Academic Services Spend,911,2009,911.0,33.0,8.0
Loughborough,Academic Services Spend,804,2009,804.0,50.0,6.0
Bath,Academic Services Spend,871,2009,871.0,38.0,7.0
King's College London,Academic Services Spend,"1,454",2009,1454.0,7.0,10.0
Nottingham,Academic Services Spend,975,2009,975.0,26.0,8.0
Glasgow,Academic Services Spend,892,2009,892.0,34.0,8.0
Bristol,Academic Services Spend,"1,283",2009,1283.0,11.0,10.0
Exeter,Academic Services Spend,934,2009,934.0,29.0,8.0
Southampton,Academic Services Spend,999,2009,999.0,23.0,9.0
Edinburgh,Academic Services Spend,"1,145",2009,1145.0,13.0,9.0
"Royal Holloway, University of London",Academic Services Spend,798,2009,798.0,53.0,6.0
Aston,Academic Services Spend,"1,006",2009,1006.0,21.0,9.0
Birmingham,Academic Services Spend,"1,085",2009,1085.0,16.0,9.0
Essex,Academic Services Spend,930,2009,930.0,30.0,8.0
Sheffield,Academic Services Spend,854,2009,854.0,40.0,7.0
Newcastle,Academic Services Spend,"1,079",2009,1079.0,17.0,9.0
Manchester,Academic Services Spend,"1,123",2009,1123.0,15.0,9.0
Sussex,Academic Services Spend,772,2009,772.0,57.0,5.0
Surrey,Academic Services Spend,839,2009,839.0,41.0,7.0
Strathclyde,Academic Services Spend,"1,013",2009,1013.0,19.0,9.0
Leeds,Academic Services Spend,813,2009,813.0,47.0,6.0
East Anglia (UEA),Academic Services Spend,754,2009,754.0,64.0,5.0
"Queen's, Belfast",Academic Services Spend,831,2009,831.0,43.0,7.0
Kent,Academic Services Spend,763,2009,763.0,61.0,5.0
Stirling,Academic Services Spend,800,2009,800.0,52.0,6.0
Cardiff,Academic Services Spend,859,2009,859.0,39.0,7.0
Reading,Academic Services Spend,709,2009,709.0,77.0,4.0
Aberdeen,Academic Services Spend,947,2009,947.0,28.0,8.0
Keele,Academic Services Spend,740,2009,740.0,68.0,5.0
Brunel University London,Academic Services Spend,"1,072",2009,1072.0,18.0,9.0
Liverpool,Academic Services Spend,916,2009,916.0,31.0,8.0
"Queen Mary, University of London",Academic Services Spend,824,2009,824.0,44.0,7.0
Goldsmiths College,Academic Services Spend,595,2009,595.0,97.0,2.0
Aberystwyth,Academic Services Spend,677,2009,677.0,86.0,3.0
"City, University of London",Academic Services Spend,693,2009,693.0,80.0,3.0
Swansea,Academic Services Spend,764,2009,764.0,60.0,5.0
Hull,Academic Services Spend,711,2009,711.0,76.0,4.0
Heriot-Watt,Academic Services Spend,720,2009,720.0,71.0,4.0
Bradford,Academic Services Spend,815,2009,815.0,45.0,6.0
Ulster,Academic Services Spend,"1,194",2009,1194.0,12.0,10.0
Dundee,Academic Services Spend,886,2009,886.0,35.0,7.0
Nottingham Trent,Academic Services Spend,882,2009,882.0,36.0,7.0
Hertfordshire,Academic Services Spend,689,2009,689.0,82.0,3.0
University of the Arts London,Academic Services Spend,688,2009,688.0,84.0,3.0
Bangor,Academic Services Spend,765,2009,765.0,59.0,5.0
Bournemouth,Academic Services Spend,784,2009,784.0,56.0,6.0
Gloucestershire,Academic Services Spend,786,2009,786.0,54.0,6.0
Oxford Brookes,Academic Services Spend,616,2009,616.0,95.0,2.0
Portsmouth,Academic Services Spend,802,2009,802.0,51.0,6.0
Robert Gordon,Academic Services Spend,811,2009,811.0,48.0,6.0
West of Scotland,Academic Services Spend,"1,005",2009,1005.0,22.0,9.0
Central Lancashire,Academic Services Spend,701,2009,701.0,78.0,4.0
De Montfort,Academic Services Spend,700,2009,700.0,79.0,4.0
"UWIC, Cardiff",Academic Services Spend,733,2009,733.0,69.0,4.0
West of England,Academic Services Spend,648,2009,648.0,90.0,3.0
Brighton,Academic Services Spend,591,2009,591.0,98.0,2.0
Abertay Dundee,Academic Services Spend,"1,406",2009,1406.0,9.0,10.0
Birmingham City,Academic Services Spend,744,2009,744.0,67.0,5.0
Plymouth,Academic Services Spend,749,2009,749.0,66.0,5.0
Chichester,Academic Services Spend,482,2009,482.0,108.0,1.0
Salford,Academic Services Spend,663,2009,663.0,88.0,3.0
Northumbria,Academic Services Spend,815,2009,815.0,45.0,7.0
Winchester,Academic Services Spend,573,2009,573.0,99.0,2.0
Bath Spa,Academic Services Spend,412,2009,412.0,111.0,1.0
Queen Margaret,Academic Services Spend,752,2009,752.0,65.0,5.0
Roehampton,Academic Services Spend,992,2009,992.0,24.0,8.0
Napier,Academic Services Spend,766,2009,766.0,58.0,5.0
Sunderland,Academic Services Spend,512,2009,512.0,104.0,1.0
Sheffield Hallam,Academic Services Spend,666,2009,666.0,87.0,3.0
Staffordshire,Academic Services Spend,807,2009,807.0,49.0,6.0
Middlesex,Academic Services Spend,"1,415",2009,1415.0,8.0,10.0
Glamorgan,Academic Services Spend,687,2009,687.0,85.0,3.0
"University of Wales, Newport",Academic Services Spend,552,2009,552.0,101.0,2.0
Coventry,Academic Services Spend,762,2009,762.0,62.0,5.0
Bedfordshire,Academic Services Spend,981,2009,981.0,25.0,8.0
Buckinghamshire New,Academic Services Spend,525,2009,525.0,103.0,1.0
Manchester Metropolitan,Academic Services Spend,729,2009,729.0,70.0,4.0
Kingston,Academic Services Spend,691,2009,691.0,81.0,3.0
Chester,Academic Services Spend,485,2009,485.0,106.0,1.0
Canterbury Christ Church,Academic Services Spend,483,2009,483.0,107.0,1.0
Westminster,Academic Services Spend,541,2009,541.0,102.0,1.0
Worcester,Academic Services Spend,647,2009,647.0,91.0,2.0
Northampton,Academic Services Spend,655,2009,655.0,89.0,3.0
Southampton Solent,Academic Services Spend,689,2009,689.0,82.0,3.0
Glasgow Caledonian,Academic Services Spend,714,2009,714.0,74.0,4.0
York St John,Academic Services Spend,713,2009,713.0,75.0,4.0
Leeds Metropolitan,Academic Services Spend,835,2009,835.0,42.0,7.0
Lincoln,Academic Services Spend,647,2009,647.0,91.0,2.0
Liverpool John Moores,Academic Services Spend,720,2009,720.0,71.0,4.0
Lampeter,Academic Services Spend,369,2009,369.0,112.0,1.0
Teesside,Academic Services Spend,601,2009,601.0,96.0,2.0
Derby,Academic Services Spend,876,2009,876.0,37.0,7.0
Cumbria,Academic Services Spend,457,2009,457.0,109.0,1.0
Huddersfield,Academic Services Spend,454,2009,454.0,110.0,1.0
East London,Academic Services Spend,758,2009,758.0,63.0,5.0
Wolverhampton,Academic Services Spend,717,2009,717.0,73.0,4.0
Edge Hill,Academic Services Spend,786,2009,786.0,54.0,6.0
Anglia Ruskin,Academic Services Spend,561,2009,561.0,100.0,2.0
Thames Valley,Academic Services Spend,494,2009,494.0,105.0,1.0
Greenwich,Academic Services Spend,621,2009,621.0,94.0,2.0
Bolton,Academic Services Spend,357,2009,357.0,113.0,1.0
London South Bank,Academic Services Spend,635,2009,635.0,93.0,2.0
Oxford,Facilities Spend,621,2009,621.0,3.0,10.0
Cambridge,Facilities Spend,622,2009,622.0,2.0,10.0
London School of Economics,Facilities Spend,251,2009,251.0,68.0,4.0
Imperial College,Facilities Spend,508,2009,508.0,6.0,10.0
Warwick,Facilities Spend,318,2009,318.0,39.0,7.0
Durham,Facilities Spend,530,2009,530.0,5.0,10.0
St Andrews,Facilities Spend,297,2009,297.0,47.0,6.0
University College London,Facilities Spend,209,2009,209.0,88.0,3.0
SOAS University of London,Facilities Spend,234,2009,234.0,78.0,4.0
Lancaster,Facilities Spend,430,2009,430.0,13.0,9.0
York,Facilities Spend,277,2009,277.0,57.0,5.0
Leicester,Facilities Spend,475,2009,475.0,9.0,10.0
Loughborough,Facilities Spend,494,2009,494.0,7.0,10.0
Bath,Facilities Spend,398,2009,398.0,19.0,9.0
King's College London,Facilities Spend,286,2009,286.0,53.0,6.0
Nottingham,Facilities Spend,393,2009,393.0,20.0,9.0
Glasgow,Facilities Spend,476,2009,476.0,8.0,10.0
Bristol,Facilities Spend,294,2009,294.0,51.0,6.0
Exeter,Facilities Spend,334,2009,334.0,35.0,7.0
Southampton,Facilities Spend,424,2009,424.0,16.0,9.0
Edinburgh,Facilities Spend,267,2009,267.0,60.0,5.0
"Royal Holloway, University of London",Facilities Spend,374,2009,374.0,24.0,8.0
Aston,Facilities Spend,437,2009,437.0,12.0,10.0
Birmingham,Facilities Spend,346,2009,346.0,31.0,8.0
Essex,Facilities Spend,341,2009,341.0,32.0,8.0
Sheffield,Facilities Spend,336,2009,336.0,34.0,8.0
Newcastle,Facilities Spend,380,2009,380.0,23.0,9.0
Manchester,Facilities Spend,323,2009,323.0,38.0,7.0
Sussex,Facilities Spend,329,2009,329.0,36.0,7.0
Surrey,Facilities Spend,341,2009,341.0,32.0,8.0
Strathclyde,Facilities Spend,233,2009,233.0,80.0,3.0
Leeds,Facilities Spend,294,2009,294.0,51.0,6.0
East Anglia (UEA),Facilities Spend,399,2009,399.0,18.0,9.0
"Queen's, Belfast",Facilities Spend,465,2009,465.0,10.0,10.0
Kent,Facilities Spend,298,2009,298.0,46.0,6.0
Stirling,Facilities Spend,110,2009,110.0,110.0,1.0
Cardiff,Facilities Spend,251,2009,251.0,68.0,5.0
Reading,Facilities Spend,273,2009,273.0,58.0,5.0
Aberdeen,Facilities Spend,228,2009,228.0,81.0,3.0
Keele,Facilities Spend,263,2009,263.0,62.0,5.0
Brunel University London,Facilities Spend,392,2009,392.0,21.0,9.0
Liverpool,Facilities Spend,264,2009,264.0,61.0,5.0
"Queen Mary, University of London",Facilities Spend,248,2009,248.0,70.0,4.0
Goldsmiths College,Facilities Spend,172,2009,172.0,99.0,2.0
Aberystwyth,Facilities Spend,349,2009,349.0,29.0,8.0
"City, University of London",Facilities Spend,261,2009,261.0,64.0,5.0
Swansea,Facilities Spend,313,2009,313.0,40.0,7.0
Hull,Facilities Spend,246,2009,246.0,71.0,4.0
Heriot-Watt,Facilities Spend,389,2009,389.0,22.0,9.0
Bradford,Facilities Spend,278,2009,278.0,56.0,6.0
Ulster,Facilities Spend,348,2009,348.0,30.0,8.0
Dundee,Facilities Spend,245,2009,245.0,72.0,4.0
Nottingham Trent,Facilities Spend,228,2009,228.0,81.0,3.0
Hertfordshire,Facilities Spend,702,2009,702.0,1.0,10.0
University of the Arts London,Facilities Spend,137,2009,137.0,106.0,1.0
Bangor,Facilities Spend,198,2009,198.0,91.0,2.0
Bournemouth,Facilities Spend,197,2009,197.0,92.0,2.0
Gloucestershire,Facilities Spend,362,2009,362.0,28.0,8.0
Oxford Brookes,Facilities Spend,366,2009,366.0,26.0,8.0
Portsmouth,Facilities Spend,258,2009,258.0,65.0,5.0
Robert Gordon,Facilities Spend,255,2009,255.0,67.0,5.0
West of Scotland,Facilities Spend,57,2009,57.0,113.0,1.0
Central Lancashire,Facilities Spend,328,2009,328.0,37.0,7.0
De Montfort,Facilities Spend,234,2009,234.0,78.0,4.0
"UWIC, Cardiff",Facilities Spend,414,2009,414.0,17.0,9.0
West of England,Facilities Spend,300,2009,300.0,45.0,7.0
Brighton,Facilities Spend,220,2009,220.0,85.0,3.0
Abertay Dundee,Facilities Spend,204,2009,204.0,89.0,3.0
Birmingham City,Facilities Spend,453,2009,453.0,11.0,10.0
Plymouth,Facilities Spend,237,2009,237.0,76.0,4.0
Chichester,Facilities Spend,307,2009,307.0,42.0,7.0
Salford,Facilities Spend,301,2009,301.0,44.0,7.0
Northumbria,Facilities Spend,286,2009,286.0,53.0,6.0
Winchester,Facilities Spend,257,2009,257.0,66.0,5.0
Bath Spa,Facilities Spend,138,2009,138.0,105.0,1.0
Queen Margaret,Facilities Spend,83,2009,83.0,112.0,1.0
Roehampton,Facilities Spend,262,2009,262.0,63.0,5.0
Napier,Facilities Spend,161,2009,161.0,101.0,2.0
Sunderland,Facilities Spend,269,2009,269.0,59.0,5.0
Sheffield Hallam,Facilities Spend,226,2009,226.0,83.0,3.0
Staffordshire,Facilities Spend,244,2009,244.0,73.0,4.0
Middlesex,Facilities Spend,430,2009,430.0,13.0,9.0
Glamorgan,Facilities Spend,297,2009,297.0,47.0,6.0
"University of Wales, Newport",Facilities Spend,295,2009,295.0,49.0,6.0
Coventry,Facilities Spend,295,2009,295.0,49.0,6.0
Bedfordshire,Facilities Spend,364,2009,364.0,27.0,8.0
Buckinghamshire New,Facilities Spend,597,2009,597.0,4.0,10.0
Manchester Metropolitan,Facilities Spend,221,2009,221.0,84.0,3.0
Kingston,Facilities Spend,240,2009,240.0,75.0,4.0
Chester,Facilities Spend,210,2009,210.0,87.0,3.0
Canterbury Christ Church,Facilities Spend,126,2009,126.0,108.0,1.0
Westminster,Facilities Spend,236,2009,236.0,77.0,4.0
Worcester,Facilities Spend,176,2009,176.0,98.0,2.0
Northampton,Facilities Spend,202,2009,202.0,90.0,3.0
Southampton Solent,Facilities Spend,373,2009,373.0,25.0,8.0
Glasgow Caledonian,Facilities Spend,150,2009,150.0,102.0,1.0
York St John,Facilities Spend,283,2009,283.0,55.0,6.0
Leeds Metropolitan,Facilities Spend,124,2009,124.0,109.0,1.0
Lincoln,Facilities Spend,192,2009,192.0,94.0,2.0
Liverpool John Moores,Facilities Spend,193,2009,193.0,93.0,2.0
Lampeter,Facilities Spend,89,2009,89.0,111.0,1.0
Teesside,Facilities Spend,166,2009,166.0,100.0,2.0
Derby,Facilities Spend,218,2009,218.0,86.0,3.0
Cumbria,Facilities Spend,177,2009,177.0,97.0,2.0
Huddersfield,Facilities Spend,137,2009,137.0,106.0,1.0
East London,Facilities Spend,425,2009,425.0,15.0,9.0
Wolverhampton,Facilities Spend,303,2009,303.0,43.0,7.0
Edge Hill,Facilities Spend,146,2009,146.0,103.0,1.0
Anglia Ruskin,Facilities Spend,188,2009,188.0,95.0,2.0
Thames Valley,Facilities Spend,244,2009,244.0,73.0,4.0
Greenwich,Facilities Spend,188,2009,188.0,95.0,2.0
Bolton,Facilities Spend,310,2009,310.0,41.0,7.0
London South Bank,Facilities Spend,146,2009,146.0,103.0,1.0
Oxford,Good Honours,90.1,2009,90.1,1.0,10.0
Cambridge,Good Honours,85.4,2009,85.4,2.0,10.0
London School of Economics,Good Honours,75.2,2009,75.2,12.0,10.0
Imperial College,Good Honours,69.1,2009,69.1,26.0,8.0
Warwick,Good Honours,79.4,2009,79.4,7.0,10.0
Durham,Good Honours,78.8,2009,78.8,8.0,10.0
St Andrews,Good Honours,83.9,2009,83.9,3.0,10.0
University College London,Good Honours,75.1,2009,75.1,13.0,9.0
SOAS University of London,Good Honours,73.4,2009,73.4,17.0,9.0
Lancaster,Good Honours,68.8,2009,68.8,28.0,8.0
York,Good Honours,74.7,2009,74.7,15.0,9.0
Leicester,Good Honours,69.0,2009,69.0,27.0,8.0
Loughborough,Good Honours,67.4,2009,67.4,35.0,7.0
Bath,Good Honours,77.3,2009,77.3,10.0,10.0
King's College London,Good Honours,72.1,2009,72.1,18.0,9.0
Nottingham,Good Honours,75.7,2009,75.7,11.0,10.0
Glasgow,Good Honours,68.4,2009,68.4,29.0,8.0
Bristol,Good Honours,78.4,2009,78.4,9.0,10.0
Exeter,Good Honours,79.8,2009,79.8,5.0,10.0
Southampton,Good Honours,74.8,2009,74.8,14.0,9.0
Edinburgh,Good Honours,79.9,2009,79.9,4.0,10.0
"Royal Holloway, University of London",Good Honours,66.4,2009,66.4,36.0,7.0
Aston,Good Honours,65.8,2009,65.8,38.0,7.0
Birmingham,Good Honours,68.4,2009,68.4,29.0,8.0
Essex,Good Honours,60.4,2009,60.4,50.0,6.0
Sheffield,Good Honours,71.9,2009,71.9,19.0,9.0
Newcastle,Good Honours,71.1,2009,71.1,22.0,9.0
Manchester,Good Honours,70.5,2009,70.5,23.0,9.0
Sussex,Good Honours,79.5,2009,79.5,6.0,10.0
Surrey,Good Honours,61.9,2009,61.9,45.0,7.0
Strathclyde,Good Honours,74.6,2009,74.6,16.0,9.0
Leeds,Good Honours,71.8,2009,71.8,20.0,9.0
East Anglia (UEA),Good Honours,67.5,2009,67.5,34.0,8.0
"Queen's, Belfast",Good Honours,70.3,2009,70.3,24.0,8.0
Kent,Good Honours,59.7,2009,59.7,54.0,6.0
Stirling,Good Honours,67.9,2009,67.9,31.0,8.0
Cardiff,Good Honours,67.6,2009,67.6,32.0,8.0
Reading,Good Honours,71.7,2009,71.7,21.0,9.0
Aberdeen,Good Honours,69.7,2009,69.7,25.0,8.0
Keele,Good Honours,64.0,2009,64.0,42.0,7.0
Brunel University London,Good Honours,63.7,2009,63.7,43.0,7.0
Liverpool,Good Honours,67.6,2009,67.6,32.0,8.0
"Queen Mary, University of London",Good Honours,60.8,2009,60.8,47.0,6.0
Goldsmiths College,Good Honours,64.8,2009,64.8,40.0,7.0
Aberystwyth,Good Honours,61.8,2009,61.8,46.0,6.0
"City, University of London",Good Honours,63.7,2009,63.7,43.0,7.0
Swansea,Good Honours,49.9,2009,49.9,88.0,3.0
Hull,Good Honours,56.4,2009,56.4,64.0,5.0
Heriot-Watt,Good Honours,55.0,2009,55.0,70.0,4.0
Bradford,Good Honours,60.5,2009,60.5,49.0,6.0
Ulster,Good Honours,60.1,2009,60.1,53.0,6.0
Dundee,Good Honours,66.3,2009,66.3,37.0,7.0
Nottingham Trent,Good Honours,56.4,2009,56.4,64.0,5.0
Hertfordshire,Good Honours,47.7,2009,47.7,97.0,2.0
University of the Arts London,Good Honours,58.8,2009,58.8,56.0,5.0
Bangor,Good Honours,55.6,2009,55.6,68.0,5.0
Bournemouth,Good Honours,57.0,2009,57.0,62.0,5.0
Gloucestershire,Good Honours,54.9,2009,54.9,71.0,4.0
Oxford Brookes,Good Honours,59.1,2009,59.1,55.0,6.0
Portsmouth,Good Honours,49.3,2009,49.3,91.0,2.0
Robert Gordon,Good Honours,58.8,2009,58.8,56.0,5.0
West of Scotland,Good Honours,46.1,2009,46.1,105.0,1.0
Central Lancashire,Good Honours,50.9,2009,50.9,83.0,3.0
De Montfort,Good Honours,49.0,2009,49.0,92.0,2.0
"UWIC, Cardiff",Good Honours,48.6,2009,48.6,93.0,2.0
West of England,Good Honours,55.9,2009,55.9,67.0,5.0
Brighton,Good Honours,58.8,2009,58.8,56.0,6.0
Abertay Dundee,Good Honours,47.6,2009,47.6,99.0,2.0
Birmingham City,Good Honours,56.6,2009,56.6,63.0,5.0
Plymouth,Good Honours,60.2,2009,60.2,52.0,6.0
Chichester,Good Honours,46.7,2009,46.7,104.0,1.0
Salford,Good Honours,54.1,2009,54.1,73.0,4.0
Northumbria,Good Honours,49.9,2009,49.9,88.0,3.0
Winchester,Good Honours,57.4,2009,57.4,61.0,5.0
Bath Spa,Good Honours,64.7,2009,64.7,41.0,7.0
Queen Margaret,Good Honours,58.5,2009,58.5,59.0,5.0
Roehampton,Good Honours,52.1,2009,52.1,80.0,3.0
Napier,Good Honours,60.8,2009,60.8,47.0,6.0
Sunderland,Good Honours,47.7,2009,47.7,97.0,2.0
Sheffield Hallam,Good Honours,58.1,2009,58.1,60.0,5.0
Staffordshire,Good Honours,52.5,2009,52.5,78.0,4.0
Middlesex,Good Honours,47.3,2009,47.3,101.0,2.0
Glamorgan,Good Honours,51.8,2009,51.8,81.0,3.0
"University of Wales, Newport",Good Honours,50.7,2009,50.7,84.0,3.0
Coventry,Good Honours,60.4,2009,60.4,50.0,6.0
Bedfordshire,Good Honours,47.0,2009,47.0,102.0,1.0
Buckinghamshire New,Good Honours,44.7,2009,44.7,108.0,1.0
Manchester Metropolitan,Good Honours,51.3,2009,51.3,82.0,3.0
Kingston,Good Honours,50.0,2009,50.0,87.0,3.0
Chester,Good Honours,54.3,2009,54.3,72.0,4.0
Canterbury Christ Church,Good Honours,47.0,2009,47.0,102.0,1.0
Westminster,Good Honours,49.6,2009,49.6,90.0,3.0
Worcester,Good Honours,45.6,2009,45.6,106.0,1.0
Northampton,Good Honours,55.2,2009,55.2,69.0,4.0
Southampton Solent,Good Honours,43.1,2009,43.1,110.0,1.0
Glasgow Caledonian,Good Honours,65.7,2009,65.7,39.0,7.0
York St John,Good Honours,50.7,2009,50.7,84.0,3.0
Leeds Metropolitan,Good Honours,53.6,2009,53.6,74.0,4.0
Lincoln,Good Honours,52.9,2009,52.9,76.0,4.0
Liverpool John Moores,Good Honours,45.1,2009,45.1,107.0,1.0
Lampeter,Good Honours,56.1,2009,56.1,66.0,5.0
Teesside,Good Honours,50.2,2009,50.2,86.0,3.0
Derby,Good Honours,47.8,2009,47.8,96.0,2.0
Cumbria,Good Honours,47.5,2009,47.5,100.0,2.0
Huddersfield,Good Honours,53.3,2009,53.3,75.0,4.0
East London,Good Honours,40.6,2009,40.6,113.0,1.0
Wolverhampton,Good Honours,41.1,2009,41.1,112.0,1.0
Edge Hill,Good Honours,44.4,2009,44.4,109.0,1.0
Anglia Ruskin,Good Honours,52.3,2009,52.3,79.0,4.0
Thames Valley,Good Honours,48.4,2009,48.4,94.0,2.0
Greenwich,Good Honours,42.4,2009,42.4,111.0,1.0
Bolton,Good Honours,52.6,2009,52.6,77.0,4.0
London South Bank,Good Honours,48.4,2009,48.4,94.0,2.0
Oxford,Degree Completion,98.6,2009,98.6,1.0,10.0
Cambridge,Degree Completion,97.9,2009,97.9,2.0,10.0
London School of Economics,Degree Completion,96.9,2009,96.9,3.0,10.0
Imperial College,Degree Completion,96.0,2009,96.0,7.0,10.0
Warwick,Degree Completion,96.7,2009,96.7,4.0,10.0
Durham,Degree Completion,96.4,2009,96.4,5.0,10.0
St Andrews,Degree Completion,94.7,2009,94.7,12.0,10.0
University College London,Degree Completion,94.3,2009,94.3,13.0,9.0
SOAS University of London,Degree Completion,84.4,2009,84.4,52.0,6.0
Lancaster,Degree Completion,92.5,2009,92.5,17.0,9.0
York,Degree Completion,95.2,2009,95.2,9.0,10.0
Leicester,Degree Completion,93.0,2009,93.0,16.0,9.0
Loughborough,Degree Completion,94.0,2009,94.0,14.0,9.0
Bath,Degree Completion,95.2,2009,95.2,9.0,10.0
King's College London,Degree Completion,93.3,2009,93.3,15.0,9.0
Nottingham,Degree Completion,96.3,2009,96.3,6.0,10.0
Glasgow,Degree Completion,85.5,2009,85.5,43.0,7.0
Bristol,Degree Completion,95.9,2009,95.9,8.0,10.0
Exeter,Degree Completion,94.8,2009,94.8,11.0,10.0
Southampton,Degree Completion,90.7,2009,90.7,26.0,8.0
Edinburgh,Degree Completion,92.1,2009,92.1,22.0,9.0
