Institution,Metric,Value,Year,Numeric Value,Rank,Decile,UKPRN,Consistent Name,RG Rank
Dundee,Expenditure per student / 10,5.76947391239551,2010,5.76947391239551,36.0,7.0,10007852,University of Dundee,
City,Expenditure per student / 10,6.57885280413922,2010,6.57885280413922,22.0,9.0,10001478,The City University,
Heriot-Watt,Expenditure per student / 10,6.494036050455391,2010,6.494036050455391,24.0,9.0,10007764,Heriot-Watt University,
Southampton,Expenditure per student / 10,5.9440194288164605,2010,5.9440194288164605,34.0,8.0,10007158,University of Southampton,15.0
Birmingham,Expenditure per student / 10,7.617732372396902,2010,7.617732372396902,10.0,10.0,10000712,University College Birmingham,
King's College London,Expenditure per student / 10,7.119916063471099,2010,7.119916063471099,13.0,9.0,10003645,King's College London,10.0
Nottingham,Expenditure per student / 10,6.5815746054599495,2010,6.5815746054599495,21.0,9.0,10007154,University of Nottingham,12.0
Surrey,Expenditure per student / 10,6.22018063052721,2010,6.22018063052721,29.0,8.0,10007160,University of Surrey,
Leeds,Expenditure per student / 10,6.93539846616176,2010,6.93539846616176,16.0,9.0,10007795,University of Leeds,11.0
Bristol,Expenditure per student / 10,5.7682461067143205,2010,5.7682461067143205,37.0,7.0,10007786,University of Bristol,17.0
Sheffield,Expenditure per student / 10,4.94957602248155,2010,4.94957602248155,59.0,5.0,10007157,University of Sheffield,20.0
Royal Holloway,Expenditure per student / 10,5.14047358529964,2010,5.14047358529964,52.0,6.0,10005553,Royal Holloway College and Bedford New College,
Bournemouth,Expenditure per student / 10,6.1552777383151,2010,6.1552777383151,31.0,8.0,10000824,Bournemouth University,
Manchester,Expenditure per student / 10,7.96534888176488,2010,7.96534888176488,8.0,10.0,10007798,The University of Manchester,7.0
Aberdeen,Expenditure per student / 10,5.137631540713991,2010,5.137631540713991,53.0,6.0,10007783,University of Aberdeen,
UEA,Expenditure per student / 10,5.39711675677849,2010,5.39711675677849,45.0,7.0,10007789,University of East Anglia,
Robert Gordon,Expenditure per student / 10,4.45197256159989,2010,4.45197256159989,78.0,4.0,10005500,The Robert Gordon University,
Stirling,Expenditure per student / 10,5.17706819857612,2010,5.17706819857612,49.0,6.0,10007804,University of Stirling,
Strathclyde,Expenditure per student / 10,6.04239296586386,2010,6.04239296586386,32.0,8.0,10007805,University of Strathclyde,
Goldsmiths,Expenditure per student / 10,3.9765323646787,2010,3.9765323646787,90.0,3.0,10002718,Goldsmiths' College,
Newcastle,Expenditure per student / 10,5.06092503042264,2010,5.06092503042264,58.0,6.0,10007799,University of Newcastle Upon Tyne,19.0
Reading,Expenditure per student / 10,4.912160462776661,2010,4.912160462776661,62.0,5.0,10007802,University of Reading,
Nottingham Trent,Expenditure per student / 10,5.668486352357321,2010,5.668486352357321,39.0,7.0,10004797,Nottingham Trent University,
Edinburgh Napier,Expenditure per student / 10,4.09810700107308,2010,4.09810700107308,85.0,3.0,10007772,Edinburgh Napier University,
Cardiff,Expenditure per student / 10,6.4423311635476,2010,6.4423311635476,26.0,8.0,10007814,Cardiff University,13.0
Kent,Expenditure per student / 10,5.061452980140071,2010,5.061452980140071,57.0,6.0,10007150,University of Kent,
"University of the Arts, London",Expenditure per student / 10,8.64250127097102,2010,8.64250127097102,6.0,10.0,10007162,"University of the Arts, London",
Liverpool,Expenditure per student / 10,6.27231015791812,2010,6.27231015791812,27.0,8.0,10006842,University of Liverpool,14.0
Essex,Expenditure per student / 10,5.27024535364598,2010,5.27024535364598,48.0,6.0,10007791,University of Essex,
"Queen's, Belfast",Expenditure per student / 10,4.58655292521545,2010,4.58655292521545,70.0,5.0,10005343,The Queen's University of Belfast,21.0
Keele,Expenditure per student / 10,4.07999820202178,2010,4.07999820202178,87.0,3.0,10007767,University of Keele,
Plymouth,Expenditure per student / 10,7.109970409432651,2010,7.109970409432651,14.0,9.0,10007801,University of Plymouth,
Hull,Expenditure per student / 10,4.467552116121831,2010,4.467552116121831,76.0,4.0,10007149,University of Hull,
Northumbria,Expenditure per student / 10,4.85048639880331,2010,4.85048639880331,64.0,5.0,10001282,University of Northumbria at Newcastle,
Brunel,Expenditure per student / 10,4.2785247006376,2010,4.2785247006376,81.0,4.0,10000961,Brunel University,
Staffordshire,Expenditure per student / 10,6.66952776086074,2010,6.66952776086074,20.0,9.0,10006299,Staffordshire University,
Oxford Brookes,Expenditure per student / 10,4.94447579886587,2010,4.94447579886587,60.0,5.0,10004930,Oxford Brookes University,
Queen Margaret,Expenditure per student / 10,2.43099181420141,2010,2.43099181420141,115.0,1.0,10005337,"Queen Margaret University, Edinburgh",
Queen Mary,Expenditure per student / 10,5.89479526266778,2010,5.89479526266778,35.0,8.0,10007775,"Queen Mary and Westfield College, University of London",16.0
UWE Bristol,Expenditure per student / 10,3.62868938350523,2010,3.62868938350523,100.0,2.0,10007164,"University of the West of England, Bristol",
Bath Spa,Expenditure per student / 10,2.8193139766581297,2010,2.8193139766581297,110.0,1.0,10000571,Bath Spa University,
UC Falmouth,Expenditure per student / 10,5.36438607805202,2010,5.36438607805202,46.0,7.0,10008640,University College Falmouth,
Sunderland,Expenditure per student / 10,6.44847033285333,2010,6.44847033285333,25.0,8.0,10007159,University of Sunderland,
Birmingham City,Expenditure per student / 10,5.6440398154892,2010,5.6440398154892,41.0,7.0,10007140,Birmingham City University,
Gloucestershire,Expenditure per student / 10,6.26889703046664,2010,6.26889703046664,28.0,8.0,10007145,University of Gloucestershire,
UWIC,Expenditure per student / 10,4.9239751552795,2010,4.9239751552795,61.0,5.0,10007854,Cardiff Metropolitan University,
Glasgow Caledonian,Expenditure per student / 10,3.57397927331752,2010,3.57397927331752,103.0,2.0,10007762,Glasgow Caledonian University,
Sheffield Hallam,Expenditure per student / 10,4.45425373597073,2010,4.45425373597073,77.0,4.0,10005790,Sheffield Hallam University,
"St Mary's UC, Twickenham",Expenditure per student / 10,2.93111612749924,2010,2.93111612749924,108.0,1.0,10007843,"St Mary's University College, Twickenham",
Thames Valley,Expenditure per student / 10,6.70194647201946,2010,6.70194647201946,18.0,9.0,10006566,The University of West London,
Teesside,Expenditure per student / 10,5.0770218579235,2010,5.0770218579235,55.0,6.0,10007161,Teesside University,
Aberystwyth,Expenditure per student / 10,4.50665174271624,2010,4.50665174271624,74.0,4.0,10007856,Prifysgol Aberystwyth,
Bangor,Expenditure per student / 10,5.145038826574631,2010,5.145038826574631,50.0,6.0,10007857,Bangor University,
Kingston,Expenditure per student / 10,4.66668489938864,2010,4.66668489938864,67.0,5.0,10003678,Kingston University,
Brighton,Expenditure per student / 10,4.6829979675551,2010,4.6829979675551,66.0,5.0,10000886,University of Brighton,
Coventry,Expenditure per student / 10,4.6314628491683,2010,4.6314628491683,69.0,5.0,10001726,Coventry University,
Ulster,Expenditure per student / 10,4.238429267461741,2010,4.238429267461741,82.0,4.0,10007807,University of Ulster,
De Montfort,Expenditure per student / 10,3.63695937090433,2010,3.63695937090433,99.0,2.0,10001883,De Montfort University,
Lampeter,Expenditure per student / 10,3.7307452339688,2010,3.7307452339688,95.0,2.0,10007858,University of Wales: Trinity Saint David,
Portsmouth,Expenditure per student / 10,5.1434429104465185,2010,5.1434429104465185,51.0,6.0,10007155,University of Portsmouth,
Glamorgan,Expenditure per student / 10,4.56171963620499,2010,4.56171963620499,71.0,4.0,10007793,University of Glamorgan / Prifysgol Morgannwg,
Chichester,Expenditure per student / 10,3.6905671005394,2010,3.6905671005394,97.0,2.0,10007137,The University of Chichester,
Central Lancashire,Expenditure per student / 10,5.95280877624362,2010,5.95280877624362,33.0,8.0,10007141,University of Central Lancashire,
Anglia Ruskin,Expenditure per student / 10,7.21701281499066,2010,7.21701281499066,12.0,10.0,10000291,Anglia Ruskin University,
Bradford,Expenditure per student / 10,5.071259721746031,2010,5.071259721746031,56.0,6.0,10007785,University of Bradford,
Cumbria,Expenditure per student / 10,5.52607332522874,2010,5.52607332522874,43.0,7.0,10007842,The University of Cumbria,
Newman University College,Expenditure per student / 10,2.8711277090731,2010,2.8711277090731,109.0,1.0,10007832,Newman University College,
York St John,Expenditure per student / 10,5.5102207686018,2010,5.5102207686018,44.0,7.0,10007713,York St John University,
Bedfordshire,Expenditure per student / 10,3.688887182244069,2010,3.688887182244069,98.0,2.0,10007152,University of Bedfordshire,
Lincoln,Expenditure per student / 10,2.78105637690939,2010,2.78105637690939,112.0,1.0,10007151,University of Lincoln,
Chester,Expenditure per student / 10,3.58511786028944,2010,3.58511786028944,102.0,2.0,10007848,University of Chester,
Worcester,Expenditure per student / 10,4.03686874015433,2010,4.03686874015433,89.0,3.0,10007139,University of Worcester,
Glyndŵr,Expenditure per student / 10,3.77552450318403,2010,3.77552450318403,94.0,2.0,10007833,Glyndwr University,
Salford,Expenditure per student / 10,4.36421966729301,2010,4.36421966729301,80.0,4.0,10007156,University of Salford,
Winchester,Expenditure per student / 10,2.30917003262267,2010,2.30917003262267,117.0,1.0,10003614,University of Winchester,
Swansea,Expenditure per student / 10,4.11177579283783,2010,4.11177579283783,84.0,3.0,10007855,Swansea University,
Huddersfield,Expenditure per student / 10,3.85899385566674,2010,3.85899385566674,92.0,3.0,10007148,University of Huddersfield,
Hertfordshire,Expenditure per student / 10,4.69146863245847,2010,4.69146863245847,65.0,5.0,10007147,University of Hertfordshire,
Manchester Met,Expenditure per student / 10,3.53297456655514,2010,3.53297456655514,104.0,2.0,10004180,The Manchester Metropolitan University,
Marjon (St Mark and St John),Expenditure per student / 10,2.3492330844475298,2010,2.3492330844475298,116.0,1.0,10037449,University of St Mark & St John,
Newport,Expenditure per student / 10,3.70436347278452,2010,3.70436347278452,96.0,2.0,10007793,University of Glamorgan / Prifysgol Morgannwg,
Northampton,Expenditure per student / 10,3.3552950032782696,2010,3.3552950032782696,107.0,1.0,10007138,The University of Northampton,
Leeds Met,Expenditure per student / 10,5.08935258464271,2010,5.08935258464271,54.0,6.0,10003861,Leeds Metropolitan University,
Canterbury Christ Church,Expenditure per student / 10,3.6272695222986098,2010,3.6272695222986098,101.0,2.0,10001143,Canterbury Christ Church University,
Edge Hill,Expenditure per student / 10,3.49652318743523,2010,3.49652318743523,105.0,2.0,10007823,Edge Hill University,
Derby,Expenditure per student / 10,4.478979556700031,2010,4.478979556700031,75.0,4.0,10007851,University of Derby,
Middlesex,Expenditure per student / 10,6.68824265670738,2010,6.68824265670738,19.0,9.0,10004351,Middlesex University,
Abertay Dundee,Expenditure per student / 10,3.40970807875085,2010,3.40970807875085,106.0,1.0,10007849,University of Abertay Dundee,
Roehampton,Expenditure per student / 10,4.0410019980705805,2010,4.0410019980705805,88.0,3.0,10007776,Roehampton University,
Greenwich,Expenditure per student / 10,4.15601374570447,2010,4.15601374570447,83.0,3.0,10007146,University of Greenwich,
Westminster,Expenditure per student / 10,4.08427533088502,2010,4.08427533088502,86.0,3.0,10007165,The University of Westminster,
Leeds Trinity & All Saints,Expenditure per student / 10,2.56559929936207,2010,2.56559929936207,113.0,1.0,10003863,Leeds Trinity University College,
Liverpool John Moores,Expenditure per student / 10,3.96211493079916,2010,3.96211493079916,91.0,3.0,10003957,Liverpool John Moores University,
Bucks New University,Expenditure per student / 10,4.88363956043956,2010,4.88363956043956,63.0,5.0,10000975,Buckinghamshire New University,
Bolton,Expenditure per student / 10,2.51854887515428,2010,2.51854887515428,114.0,1.0,10006841,The University of Bolton,
Southampton Solent,Expenditure per student / 10,3.79240091057057,2010,3.79240091057057,93.0,3.0,10006022,Southampton Solent University,
East London,Expenditure per student / 10,4.42096716970211,2010,4.42096716970211,79.0,4.0,10007144,University of East London,
London South Bank,Expenditure per student / 10,2.78792987188132,2010,2.78792987188132,111.0,1.0,10004078,London South Bank University,
Oxford,Career prospects (%),78.9678133551201,2010,78.9678133551201,7.0,10.0,10007774,University of Oxford,5.0
Cambridge,Career prospects (%),82.6593588696541,2010,82.6593588696541,3.0,10.0,10007788,University of Cambridge,3.0
St Andrews,Career prospects (%),74.06379919821642,2010,74.06379919821642,24.0,9.0,10007803,University of St Andrews,
Warwick,Career prospects (%),76.11050511280631,2010,76.11050511280631,14.0,9.0,10007163,University of Warwick,10.0
London School of Economics,Career prospects (%),86.1047835990888,2010,86.1047835990888,1.0,10.0,10004063,London School of Economics & Political Science,1.0
UCL,Career prospects (%),78.7011203438571,2010,78.7011203438571,9.0,10.0,10007784,University College London,7.0
Edinburgh,Career prospects (%),74.25126503118521,2010,74.25126503118521,22.0,9.0,10007790,University of Edinburgh,14.0
Imperial College,Career prospects (%),83.9246119733925,2010,83.9246119733925,2.0,10.0,10003270,"Imperial College of Science, Technology and Medicine",2.0
Bath,Career prospects (%),79.5933734939759,2010,79.5933734939759,6.0,10.0,10007850,University of Bath (The),
Loughborough,Career prospects (%),73.01916105644742,2010,73.01916105644742,30.0,8.0,10004113,Loughborough University,
York,Career prospects (%),64.54615644280071,2010,64.54615644280071,59.0,5.0,10007167,University of York,23.0
SOAS,Career prospects (%),65.2892561983471,2010,65.2892561983471,54.0,6.0,10007780,School of Oriental and African Studies,
Exeter,Career prospects (%),68.4475804861269,2010,68.4475804861269,42.0,7.0,10007792,University of Exeter,22.0
Durham,Career prospects (%),75.06172425442759,2010,75.06172425442759,18.0,9.0,10007143,University of Durham,12.0
Leicester,Career prospects (%),72.7748691099476,2010,72.7748691099476,32.0,8.0,10007796,University of Leicester,
Lancaster,Career prospects (%),60.543808730479,2010,60.543808730479,76.0,4.0,10007768,University of Lancaster,
Glasgow,Career prospects (%),73.2311855528507,2010,73.2311855528507,28.0,8.0,10007794,University of Glasgow,17.0
Sussex,Career prospects (%),67.73920406435221,2010,67.73920406435221,44.0,7.0,10007806,University of Sussex,
Aston,Career prospects (%),75.23609659670849,2010,75.23609659670849,16.0,9.0,10007759,Aston University,
Dundee,Career prospects (%),74.48275880036991,2010,74.48275880036991,19.0,9.0,10007852,University of Dundee,
City,Career prospects (%),76.7332606486333,2010,76.7332606486333,11.0,10.0,10001478,The City University,
Heriot-Watt,Career prospects (%),75.1714677640604,2010,75.1714677640604,17.0,9.0,10007764,Heriot-Watt University,
Southampton,Career prospects (%),73.13218425829591,2010,73.13218425829591,29.0,8.0,10007158,University of Southampton,18.0
Birmingham,Career prospects (%),69.0303909878089,2010,69.0303909878089,40.0,7.0,10000712,University College Birmingham,
King's College London,Career prospects (%),80.3227808814401,2010,80.3227808814401,5.0,10.0,10003645,King's College London,4.0
Nottingham,Career prospects (%),74.163745125222,2010,74.163745125222,23.0,9.0,10007154,University of Nottingham,15.0
Surrey,Career prospects (%),77.0956301175478,2010,77.0956301175478,10.0,10.0,10007160,University of Surrey,
Leeds,Career prospects (%),69.0954155822428,2010,69.0954155822428,39.0,7.0,10007795,University of Leeds,21.0
Bristol,Career prospects (%),78.84176926584591,2010,78.84176926584591,8.0,10.0,10007786,University of Bristol,6.0
Sheffield,Career prospects (%),75.91452372328871,2010,75.91452372328871,15.0,9.0,10007157,University of Sheffield,11.0
Royal Holloway,Career prospects (%),65.7657657657658,2010,65.7657657657658,51.0,6.0,10005553,Royal Holloway College and Bedford New College,
Bournemouth,Career prospects (%),73.3070348454964,2010,73.3070348454964,27.0,8.0,10000824,Bournemouth University,
Manchester,Career prospects (%),70.9860758402344,2010,70.9860758402344,34.0,8.0,10007798,The University of Manchester,19.0
Aberdeen,Career prospects (%),72.819644681777,2010,72.819644681777,31.0,8.0,10007783,University of Aberdeen,
UEA,Career prospects (%),67.1193722514961,2010,67.1193722514961,47.0,7.0,10007789,University of East Anglia,
Robert Gordon,Career prospects (%),82.63027295285359,2010,82.63027295285359,4.0,10.0,10005500,The Robert Gordon University,
Stirling,Career prospects (%),65.65901261680621,2010,65.65901261680621,52.0,6.0,10007804,University of Stirling,
Strathclyde,Career prospects (%),74.3475835477296,2010,74.3475835477296,21.0,9.0,10007805,University of Strathclyde,
Goldsmiths,Career prospects (%),63.8333291138884,2010,63.8333291138884,60.0,5.0,10002718,Goldsmiths' College,
Newcastle,Career prospects (%),76.4135018111414,2010,76.4135018111414,12.0,10.0,10007799,University of Newcastle Upon Tyne,8.0
Reading,Career prospects (%),65.1937457511897,2010,65.1937457511897,55.0,6.0,10007802,University of Reading,
Nottingham Trent,Career prospects (%),72.3840790120305,2010,72.3840790120305,33.0,8.0,10004797,Nottingham Trent University,
Edinburgh Napier,Career prospects (%),69.4947587697578,2010,69.4947587697578,38.0,7.0,10007772,Edinburgh Napier University,
Cardiff,Career prospects (%),74.44009953785991,2010,74.44009953785991,20.0,9.0,10007814,Cardiff University,13.0
Kent,Career prospects (%),68.7140115163148,2010,68.7140115163148,41.0,7.0,10007150,University of Kent,
"University of the Arts, London",Career prospects (%),61.1154752553024,2010,61.1154752553024,73.0,4.0,10007162,"University of the Arts, London",
Liverpool,Career prospects (%),69.7761194029851,2010,69.7761194029851,36.0,7.0,10006842,University of Liverpool,20.0
Essex,Career prospects (%),58.216433030389396,2010,58.216433030389396,86.0,3.0,10007791,University of Essex,
